ID_LATTES,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
6111211934633593,Renato Deggau,"DEGGAU, R.",Blumenau,SC,"possui mestrado na UFSC (2010) na área de Banco de Dados, com foco em Data Warehouses Espaciais. Atualmente é Analista de Tecnologia da EPAGRI em Santa Catarina.",24-05-2019
