ID_LATTES,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
6771642666904396,Alex Sandro Romeo de Souza Poletto,"POLETTO, A. S. R. S.",Assis,SP,"Doutor pela Escola Politécnica USP-SP, departamento de Engenharia Elétrica, área de SISTEMAS DE BANCOS DE DADOS (2007). Mestre pela Unesp - Marília, departamento de Ciência Cognitiva e Filosofia da Mente (2002), área de Redes Neurais Artificiais. Especialista pela Unoeste - Presidente Prudente, em SISTEMAS DE INFORMAÇÃO (Banco de Dados Distribuídos) (1996). Graduado pela FEMA/IMESA-Instituto Municipal de Ensino Superior de Assis, em Tecnologia em Processamento de Dados (1992). Atualmente é Coordenador e Docente dos Cursos de Ciência da Computação e de Análise e Desenvolvimento de Sistemas da Fundação Educacional do Município de Assis - FEMA. Titular das disciplinas de Banco de Dados I e II, e Introdução à Lógica a mais de 15 anos. Administrativamente tem a função de Coordenador de Pesquisa e Desenvolvimento, Representante de IC/CNPq (PIBIC/PIBITI) e Supervisor de TCC. Tem experiência na área de Sistemas de Bancos de Dados, SQL, PL/SQL, Bancos de Dados Temporais, Data Warehouse, Flashback, Migração de Dados, Modelagem e Projeto de Banco de Dados (IDEF1X), Lógica. É Especialista do CEE - Conselho Estadual de Educação, com a função de Avaliador de Curso.",02-06-2020
