ID_LATTES,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
9967502924584073,Gláucio Ricardo Vivian,"VIVIAN, Gláucio. R.;VIVIAN, Gláucio Ricardo;VIVIAN, G. R.",São Miguel do Oeste,RS,Possui graduação em Ciência da Computação pela Universidade Regional Integrada do Alto Uruguai e das Missões (2009). Especialista em Desenvolvimento de Aplicações Web com a Tecnologia Java pela UNOPAR(2013). Mestrando em Computação Aplicada pela UPF (2017). Atualmente é analista de tecnologia da informação do Instituto Federal Farroupilha Campus Frederico Westphalen.,18-11-2019
