ID,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
1853313255345200,Eugênio de Oliveira Simonetto,"SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA",São Gabriel,RS,SEM_DADOS,24-07-2020
