ID_LATTES,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
1560771253913044,Tiago Fossati Otero,"OTERO, T. F.",Rio Grande,RS,Brasileiro oriundo da cidade de Rio Grande RS. Graduado no curso de bacharelado em sistemas de informação na Universidade Federal do Rio Grande - FURG. Mestrando em engenharia de computação pela Universidade Federal do Rio Grande.,26-03-2020
