ID_LATTES,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
4309165322070547,Dinei André Rockenbach,"ROCKENBACH, D. A.;ROCKENBACH, Dinei A.",Santo Antônio da Patrulha,RS,"Bacharel em Sistemas de Informação pela Sociedade Educacional Três de Maio (SETREM), atualmente é Técnico Judiciário no Tribunal Regional do Trabalho da 4ª Região (RS) e está cursando Mestrado em Ciência da Computação na Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS), com foco em modelagem de aplicações paralelas.",09-05-2020
