ID_LATTES,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
8287139445606249,João Victor Guinelli da Silva,"GUINELLI, J. V.;SILVA, J. V. G.",Sumidouro,RJ,Possui graduação em Sistemas de Informação pelo Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (2018).,31-05-2020
