ID_LATTES,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
7758924784164781,Deise de Brum Saccol,"SACCOL, D. B.;SACCOL, DEISE DE BRUM",Santa Maria,RS,"Bacharel em Informática pela Universidade Federal de Santa Maria (UFSM, 1999), mestre (2001) e doutora (2008) em Ciência da Computação pela Universidade Federal do Rio Grande do Sul (UFRGS). Realizou estágio de doutorado na University of California (UCLA, EUA), sob a orientação do professor Carlo Zaniolo (2006-2007). Atuou em cursos de graduação e pós-graduação (PUCRS, UFRGS, ULBRA, UCS, UNIPAMPA e UFSM). Trabalhou em duas empresas de Desenvolvimento de Software, na área de Banco de Dados (no Brasil e em Portugal). Atualmente é professora no Departamento de Linguagens e Sistemas de Computação na Universidade Federal de Santa Maria (UFSM), atuando na graduação e no Programa de Pós-Graduação em Ciência da Computação (PPGCC). Foi tutora do grupo PET - Sistemas de Informação (Programa de Educação Tutorial) de 2010 a 2016. Atua na área de Bancos de Dados e Sistemas de Informação, com trabalhos na área de XML, bancos de dados noSQL e refatoração em bancos de dados.",08-06-2020
