ID_LATTES,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
2509917962288493,Vanessa Barbosa Rolim,"ROLIM, V. B.",Porto Alegre,RS,Possui graduação em Sistema de Informação pelo Instituto Federal Catarinense (2016). Interesse em pesquisa em algoritmos genéticos e mineração de dados. Participante do grupo de pesquisa em mineração de dados do Instituto Federal Catarinense Campus Araquari.,17-01-2018
