ID_LATTES,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
2770999583622791,Ronaldo Canofre Mariano dos Santos,"SANTOS, Ronaldo C. M. dos;CANOFRE, R. M. S.;SANTOS, R. C. M.;SANTOS, C. M. Ronaldo",SANTA MARIA,RS,"Graduado em Ciência da Computação pela Universidade Federal de Santa Maria (2007), com especialização em Aplicações para web pela FURG (2013). Atualmente trabalho como Analista de Tecnologia da Informação na Universidade Federal do Pampa na área de gerenciamento da rede interna. Em todas as experiências profissionais sempre atuei na área de Administração de redes, tendo como complemento a instalação e configuração de servidores, o desenvolvimento de sistemas web e a criação de scripts em shell para solução de problemas ou otimização de rotinas.",14-02-2020
