ID,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
3322255992735977,Joaquim Vinicius Carvalho Assunção,"ASSUNCAO, J.;ASSUNCAO, J. V. C.;ASSUNÇÃO, J.;ASSUNÇÃO, J. V. C.;ASSUNÇÃO, JOAQUIM;CARVALHO ASSUNCAO, JOAQUIM V.",São Francisco de Assis,RS,SEM_DADOS,29-07-2020
