ID_LATTES,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
8419929244627524,Cleiton Fernando Lima Sena,"SENA, C. F. L.;LIMA SENA, CLEITON FERNANDO",Salvador,BA,"Formou-se Bacharel em Ciência da Computação pela Universidade Estadual de Santa Cruz (2015). Obteve seu mestrado em Ciência da Computação pela Universidade Federal da Bahia (2017) e atualmente é aluno de doutorado pela mesma instituição. Tem atuado na área de Ciência da Computação com Processamento de Linguagem Natural, com ênfase em análise semântica e pragmática, aplicadas à Extração de Informação Aberta. Também possui experiência com Aprendizado de Máquina, Mineração de Textos e Mineração de Dados, com destaque para tarefas de classificação. Também possui conhecimentos em Banco de Dados relacionais.",25-08-2018
