ID_LATTES,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
5385453596666328,Álvaro Osvaldo Teixeira Martinez,"MARTÍNEZ, Á. O. T.",Curitiba,SEM_DADOS,SEM_DADOS,02-04-2016
